Time (milliseconds),ax,ay,az,light,mx,my,mz,sound,temp
293494,-976,492,-224,0,68.1,156.15,-7.05,82,27
293662,-800,712,-172,0,64.35,153.45,-4.8,63,27
293694,-880,528,-272,0,59.85,154.8,5.85,37,27
293846,-1220,680,-152,0,55.35,150,12.45,45,27
293895,-684,544,-284,0,46.35,137.25,27.15,33,27
294053,-820,380,-332,0,45.3,138.75,32.25,48,27
294095,-796,488,-408,0,46.05,142.65,27.75,56,27
294260,-932,804,-296,0,45.45,143.55,22.65,63,27
294294,-964,500,-376,0,46.65,147.6,19.95,78,27
294445,-536,580,-476,0,42.15,147.3,28.5,172,27
294606,-764,312,20,0,67.05,152.55,-16.05,161,27
294638,-860,1000,108,0,70.5,151.2,-27.15,116,27
294790,-808,888,88,0,70.65,150.15,-31.35,11,27
294884,-788,668,128,0,68.4,149.1,-33.3,63,27
295044,-720,716,164,0,67.5,149.1,-35.7,48,27
295094,-692,900,200,0,68.25,148.8,-40.95,48,27
295252,-604,788,100,0,67.2,148.35,-44.7,48,27
295294,-484,1060,80,0,65.55,149.25,-50.7,78,27
295459,-468,888,280,0,64.2,149.4,-57.9,22,27
295827,-400,988,288,0,59.25,151.2,-72.6,26,27
295870,-504,1016,292,0,63.15,149.55,-68.25,37,27
296035,-540,804,248,0,66.45,149.1,-61.35,30,27
296196,-676,808,176,0,69.3,149.25,-51.6,48,27
296230,-684,1000,204,0,71.7,150.3,-47.1,71,27
296380,-764,620,28,0,78,151.65,-35.7,37,27
296542,-840,536,-76,0,80.85,156.9,-22.35,15,27
296594,-916,236,-632,0,79.5,160.65,-13.35,78,27
296749,-892,388,-532,0,78.15,162.75,-9.9,75,27
296910,-768,352,-464,0,79.95,165.6,-11.25,26,27
296944,-852,520,-420,0,80.85,165.15,-13.05,26,27
297094,-912,392,-452,0,82.65,166.2,-13.5,135,27
297257,-928,544,-376,0,96.9,154.8,-43.05,97,27
297290,-500,496,-372,0,54.9,82.2,-84.15,75,27
297440,-756,760,-312,0,54.9,73.35,-89.25,86,27
297490,-756,804,-260,0,76.8,42.9,-103.2,48,27
297647,-632,832,-444,0,73.2,40.35,-102.6,60,27
298016,-552,548,-468,0,60,103.5,-130.5,33,27
298050,-552,596,-396,0,58.35,102.45,-130.65,30,27
298200,-632,560,-556,0,58.95,104.55,-130.35,26,27
298362,-664,648,-584,0,66.6,97.5,-135.9,18,27
298398,-764,540,-476,0,68.55,99.75,-135.3,22,27
298546,-744,600,-460,0,68.55,100.5,-135.15,26,27
298730,-728,636,-408,0,69.75,98.55,-137.55,67,27
298770,-636,572,-500,0,69,98.7,-137.55,41,27
298940,-852,660,-256,0,68.25,97.65,-137.85,56,27
298970,-568,724,-580,0,66.45,97.8,-139.2,71,27
299122,756,1104,1232,0,107.7,69.15,-189.45,82,27
299206,-596,548,-764,0,101.25,57.6,-195.6,45,27
299352,-500,368,-624,0,99.9,55.8,-195.45,41,27
299514,-520,1120,-376,0,109.05,28.35,-216.15,48,27
299546,-780,844,-696,0,109.65,28.35,-217.65,37,27
299698,-652,568,-612,0,108.75,29.4,-219.6,30,27
299860,-760,496,-472,0,109.95,28.8,-220.8,78,27
299910,-592,628,-608,0,109.5,29.85,-221.1,75,27
300067,-668,588,-600,0,109.35,31.35,-220.2,26,27
300228,-508,756,-560,0,91.5,22.8,-244.65,56,27
300262,-540,544,-652,0,86.85,7.05,-242.55,56,27
300412,-652,432,-644,0,88.5,5.85,-239.85,71,27
300490,-540,276,-680,0,79.8,9.75,-252.9,60,26
1887,-764,156,-548,0,95.55,-8.25,-220.5,22,26
1897,-940,36,-492,0,51.3,-39.75,-232.35,22,26
2048,-928,76,-472,0,51,-39.75,-232.05,7,26
2105,-920,92,-460,0,51,-40.5,-231.75,37,26
2255,-916,100,-484,0,51.75,-41.55,-231.75,37,26
2417,-932,52,-504,0,51,-43.65,-232.8,15,26
2449,-932,76,-512,0,51,-42.6,-232.5,22,26
2603,-924,104,-460,0,49.65,-42.3,-236.25,11,26
2762,-884,88,-476,0,51,-42.6,-233.85,41,26
2947,-968,96,-488,0,51.45,-43.05,-233.85,33,26
2997,-880,-32,-452,0,50.85,-44.7,-234.6,33,26
3154,-760,208,-248,0,53.1,-56.55,-240,15,26
3245,-764,944,140,0,60.75,-84.9,-270.75,48,26
3407,-576,1064,304,0,63.15,-89.7,-289.2,15,26
3569,-572,684,432,0,60.15,-86.55,-302.1,41,26
3600,-496,900,420,0,51,-78,-317.85,22,26
3754,-564,856,188,0,55.5,-77.85,-307.8,33,26
3805,-568,792,168,0,57.3,-78.45,-306.3,18,26
3960,-496,660,80,0,60,-73.05,-306.15,45,26
4005,-688,776,144,0,61.95,-74.25,-305.1,52,26
4168,-640,656,88,0,59.4,-70.95,-307.8,187,26
4205,520,336,388,0,108,56.7,-298.2,131,26
4352,-1012,1992,352,0,94.8,-8.1,-161.55,56,26
4407,-572,1020,380,0,96.75,3.75,-155.55,52,26
4560,-740,836,480,0,88.95,-1.35,-132.9,26,26
4605,-764,92,-832,0,98.55,4.35,-149.85,153,26
4767,-516,992,24,0,100.8,2.85,-169.95,30,26
4837,-616,1072,-36,0,102.15,3.6,-165.75,26,26
4997,-596,912,-80,0,103.35,3.9,-158.1,48,26
5089,-612,724,-344,0,105.3,7.95,-143.85,26,26
5251,-624,788,-324,0,105.45,7.05,-146.55,22,26
5412,-608,980,-188,0,105.6,4.35,-151.05,37,26
5445,-400,256,-236,0,106.05,0.6,-157.2,30,26
5596,-696,644,-132,0,106.2,2.7,-161.7,56,26
5661,-668,792,-128,0,106.5,10.2,-170.55,26,26
5827,-608,904,296,0,104.1,13.2,-179.85,37,26
5861,-612,532,32,0,99.15,19.05,-199.65,60,26
6011,-540,1468,664,0,91.65,28.2,-217.95,52,26
6267,-484,892,-296,0,93.3,47.55,-234.9,67,26
6305,-252,1028,660,0,86.1,57.75,-245.25,56,26
6472,-336,904,556,0,85.05,58.5,-246.75,18,26
6633,-152,900,664,0,59.1,93.15,-240.6,146,26
6665,-280,840,-784,0,59.85,107.55,-338.25,116,26
6817,-656,992,-412,0,-46.2,176.4,-411.9,60,26
6979,-40,988,-356,0,-162,111,-177.45,56,26
7017,-448,772,-524,0,-145.2,154.95,-209.7,45,26
7163,-576,560,-436,0,-144,156.3,-199.5,131,26
7217,-564,772,-752,0,-156.45,137.7,-244.65,93,26
7371,-444,992,-592,0,-135.9,114.45,-341.25,123,26
7740,-812,904,-440,0,40.8,109.5,-478.65,86,26
7789,-108,-1000,-1256,0,20.85,245.7,-199.95,176,26
7946,-404,148,-668,0,29.1,244.8,-205.8,52,26
8108,-640,784,-484,0,29.4,228.45,-221.25,60,26
8143,-484,980,-236,0,29.85,221.4,-239.1,71,26
8292,-524,1096,0,0,30.75,218.7,-255.45,48,26
8453,-780,1028,172,0,32.85,222.3,-271.5,30,26
8505,-716,708,88,0,33.6,221.55,-268.5,30,26
8661,-704,804,116,0,33.6,220.35,-267.75,18,26
8705,-640,828,36,0,33.6,220.5,-264.75,22,26
8868,-576,976,-16,0,32.1,219.75,-263.4,26,26
9121,-616,892,-4,0,31.95,219.9,-258.75,22,26
9173,-692,800,-76,0,31.35,220.2,-259.5,18,26
9329,-764,888,-128,0,31.35,219,-256.8,33,26
9373,-696,780,-208,0,33.6,219.6,-257.1,37,26
9537,-676,860,-304,0,34.8,219.3,-258.9,37,26
9573,-584,1044,-296,0,35.7,219.75,-261.6,18,26
9721,-488,732,-228,0,35.7,218.55,-257.25,18,26
9882,-388,540,-328,0,33.75,219,-251.25,18,26
9917,-380,1024,-316,0,30.9,218.7,-260.4,7,26
10066,-356,908,-292,0,28.95,219.15,-261.15,26,26
10117,-432,1076,-336,0,27,218.7,-255.15,52,26
10273,-368,684,-536,0,27.45,219.45,-243.15,30,26
10333,-108,428,-272,0,26.25,217.8,-251.1,41,26
10481,-428,1336,-112,0,27.9,219.3,-270,41,26
10573,-388,1160,8,0,27.6,218.85,-271.05,33,26
10735,-496,1104,-28,0,27.3,219,-271.05,37,26
10781,-332,896,-20,0,25.8,218.55,-270,22,26
10942,-340,896,16,0,26.55,218.55,-270.15,30,26
11013,-360,1148,-60,0,27.15,219.6,-274.35,30,26
11172,-416,868,44,0,29.4,218.7,-272.4,26,26
11245,-464,1052,40,0,30,219.9,-279.15,22,26
11402,-540,976,188,0,31.2,221.1,-280.8,71,26
11610,-560,888,128,0,30.75,220.05,-280.8,41,26
11661,-552,908,184,0,29.7,221.4,-281.7,33,26
11819,-492,828,76,0,29.4,220.95,-278.1,26,26
11978,-580,948,120,0,29.85,221.7,-280.8,18,26
12013,-544,960,120,0,28.5,222.3,-281.85,18,26
12163,-512,900,264,0,29.85,223.35,-283.8,18,26
12324,-448,876,204,0,29.25,223.5,-286.5,45,26
12373,-488,964,224,0,28.8,223.95,-286.95,41,26
12532,-500,844,240,0,28.05,222.45,-283.5,75,26
12573,-492,1028,220,0,27.6,223.5,-285,30,26
12739,-464,920,164,0,27.3,222.45,-282.3,48,26
12773,-460,844,60,0,27.3,222.3,-279.9,52,26
12923,-480,824,148,0,30,220.8,-277.2,37,26
13107,-512,1052,84,0,30.3,221.7,-278.85,41,26
13141,-540,892,64,0,29.7,221.1,-280.2,37,26
13292,-532,932,112,0,29.85,221.55,-280.8,22,26
13341,-476,888,176,0,29.55,220.95,-278.25,33,26
13501,-536,912,136,0,28.35,221.25,-277.95,33,26
13577,-468,860,60,0,27.15,221.85,-280.35,37,26
13730,-480,976,116,0,28.2,222,-281.25,33,26
13805,-468,884,52,0,28.2,220.95,-277.8,22,26
13960,-436,936,184,0,27.45,221.55,-281.7,22,26
14121,-504,816,340,0,28.65,224.1,-286.2,7,26
14153,-468,872,304,0,27.9,225.45,-290.4,26,26
14305,-488,1016,348,0,25.65,231.6,-300.45,18,26
14467,-492,784,500,0,25.65,234.15,-303.45,7,26
14505,-484,888,492,0,26.7,232.5,-301.5,11,26
14651,-488,804,404,0,29.25,229.95,-297.9,22,26
14705,-452,916,420,0,29.4,230.85,-298.95,18,26
14858,-492,820,440,0,29.7,230.7,-297.45,15,26
14941,-536,876,384,0,30.75,230.25,-296.85,11,26
15089,-544,804,448,0,31.95,229.5,-296.4,15,26
15143,-524,884,332,0,31.65,228.3,-293.7,18,26
15296,-524,964,316,0,32.1,227.85,-293.25,15,26
15503,-568,880,224,0,33,224.25,-287.25,30,26
15549,-528,1000,232,0,32.1,223.35,-285.15,33,26
15711,-516,896,172,0,32.4,221.4,-282,22,26
15872,-552,748,112,0,32.1,220.05,-277.5,22,26
15905,-540,976,64,0,32.7,222.3,-277.8,30,26
16056,-548,976,148,0,32.1,221.25,-279.15,18,26
16133,-532,924,144,0,33.45,221.4,-279.15,33,26
16287,-548,908,140,0,32.25,221.25,-279.6,15,26
16448,-572,900,156,0,33,220.5,-279.45,15,26
16489,-560,892,136,0,33.6,221.55,-279.45,18,26
16655,-560,908,140,0,33.6,221.7,-278.7,11,26
16689,-560,904,132,0,33.75,221.85,-278.7,15,26
16840,-560,924,136,0,34.05,221.7,-279.45,18,26
16925,-576,956,112,0,33.45,221.7,-279.45,11,26
17093,-596,888,84,0,33,221.85,-281.4,22,26
17157,-528,884,168,0,32.25,222.9,-283.5,7,26
17324,-520,880,216,0,32.85,224.4,-284.4,15,26
17389,-456,804,304,0,31.35,225,-285.75,18,26
17555,-460,952,224,0,32.25,224.85,-286.5,11,26
17621,-524,992,164,0,32.4,223.95,-284.7,18,26
17785,-540,932,148,0,30.6,223.35,-284.55,18,26
