Time (seconds),X_accel,Y_accel,Z_accel,X_mag,Y_mag,Z_mag,light,sound,temp
42.78,-96,272,-1008,63.15,80.55,-7.2,36,30,25
42.81,-80,272,-912,63.3,80.25,-6.9,36,45,25
42.83,-80,240,-1024,63.3,81,-6.15,35,41,25
42.86,-128,336,-928,61.95,79.5,-5.55,33,37,25
42.88,-32,368,-1152,62.85,79.35,-6.3,32,37,25
42.92,-64,224,-640,62.1,78.75,-7.2,33,37,25
42.95,-128,224,-576,61.65,78.9,-9.9,38,37,25
42.97,-96,208,-1168,62.7,77.85,-7.2,58,37,25
43.00,-64,272,-1024,62.1,79.05,-7.5,95,41,25
43.02,-80,240,-944,62.7,79.95,-8.55,65,26,25
43.07,-128,224,-944,61.5,79.5,-9.3,100,37,25
43.09,-80,240,-1040,61.5,80.85,-9.6,102,18,25
43.12,-160,192,-480,61.95,80.7,-9.9,113,48,25
43.14,-112,224,-976,61.65,81,-9.9,113,78,25
43.16,-112,224,-976,61.5,80.1,-9.75,114,56,25
43.19,-112,240,-976,61.5,79.95,-10.95,119,93,25
43.23,-112,256,-976,61.2,81,-9.9,114,60,25
43.26,-112,256,-992,61.05,80.55,-10.95,114,71,25
43.28,-80,240,-976,60.75,79.8,-10.35,114,82,25
43.30,-112,240,-928,60,80.7,-10.35,113,56,25
43.33,-112,256,-976,59.7,80.7,-11.55,114,52,25
43.37,-128,256,-976,60.9,80.1,-11.1,113,101,25
43.40,-112,224,-960,60.45,80.7,-10.8,113,86,25
43.43,-112,240,-992,59.7,80.7,-11.4,112,82,25
43.45,-128,272,-976,60.3,80.7,-11.7,112,41,25
43.48,-112,240,-1008,60.15,80.4,-10.65,112,78,25
43.50,-112,240,-976,60.9,80.25,-12,113,82,25
43.55,-128,240,-976,60.45,80.4,-11.7,113,71,25
43.58,-96,240,-960,60.6,80.25,-12.15,113,48,25
43.60,-112,256,-976,59.4,80.85,-12,112,41,25
43.62,-112,240,-992,59.4,80.4,-12,96,22,25
43.65,-128,240,-960,59.55,81,-12,66,75,25
43.68,-128,240,-960,59.85,80.85,-12.6,59,78,25
43.72,-112,224,-960,60.75,81,-12.6,58,71,25
43.75,-112,240,-976,60.3,80.85,-12.15,58,41,25
43.78,-128,256,-976,59.4,80.7,-11.85,56,52,25
43.80,-112,224,-944,59.85,80.85,-12.15,56,60,25
43.83,-128,240,-976,59.55,80.55,-13.05,56,56,25
43.88,-112,256,-976,58.95,80.55,-12.45,54,37,25
43.90,-144,224,-976,60.6,80.1,-12.45,56,48,25
43.93,-112,240,-944,60,81.3,-13.35,56,60,25
43.96,-144,240,-992,60.45,79.8,-12.45,58,56,25
43.98,-144,224,-992,60,80.55,-12.6,58,60,25
44.00,-144,240,-976,59.4,79.65,-12.9,60,45,25
44.05,-144,224,-992,60.6,80.25,-12.9,65,33,25
44.07,-112,192,-976,59.1,80.25,-12.75,67,52,25
44.10,-144,208,-976,60.3,80.55,-13.35,66,71,25
44.12,-144,256,-976,58.8,80.4,-13.95,71,48,25
44.15,-160,224,-960,58.95,80.7,-13.5,73,60,25
44.20,-144,240,-960,59.7,80.25,-13.35,82,30,25
44.22,-144,240,-976,59.85,81,-13.5,83,48,25
44.25,-144,240,-976,59.7,81,-13.05,84,26,25
44.28,-160,240,-960,59.4,80.85,-13.65,84,41,25
44.30,-128,224,-944,59.55,80.1,-13.65,84,60,25
44.33,-128,288,-976,59.25,80.4,-14.4,84,56,25
44.37,-128,288,-976,60,79.8,-14.25,84,63,25
44.40,-144,256,-976,59.25,80.4,-13.95,86,71,25
44.42,-144,240,-944,58.5,80.85,-15.3,85,52,25
44.44,-160,272,-976,59.55,80.55,-14.55,111,60,25
44.47,-176,240,-976,59.4,79.65,-15.9,127,63,25
44.52,-192,256,-992,59.1,80.55,-15.15,129,60,25
44.54,-144,240,-976,58.95,79.5,-16.2,124,63,25
44.57,-128,272,-944,59.85,79.8,-17.7,125,48,25
44.60,-160,256,-880,59.7,79.2,-18.15,124,52,25
44.62,-400,304,-992,58.65,78.75,-18.75,124,37,25
44.65,-240,256,-1152,59.85,76.35,-20.25,124,45,25
44.69,-160,192,-864,59.85,76.8,-24.45,130,60,25
44.72,-160,208,-896,58.65,76.65,-26.25,130,56,25
44.75,-208,144,-1024,59.7,75.75,-26.25,127,56,25
44.78,-160,160,-1008,58.65,77.1,-27.15,127,67,25
44.80,-80,224,-1312,59.85,78.9,-27.6,128,71,25
44.85,-112,96,-768,60.9,81.75,-31.65,136,48,25
44.87,-160,112,-960,60.9,83.7,-33.75,132,45,25
44.90,-208,144,-1184,62.4,84.15,-38.4,132,33,25
44.93,-80,176,-992,62.85,83.55,-37.2,133,52,25
44.96,-80,192,-1008,63.15,83.7,-37.95,133,52,25
45.00,-64,192,-992,62.4,83.7,-37.35,138,37,25
45.02,-64,192,-992,61.8,84.6,-38.4,136,52,25
45.05,-48,192,-976,61.8,83.7,-37.8,135,48,25
45.07,-48,192,-992,62.25,83.55,-37.35,135,52,25
45.10,-64,192,-976,63,84.6,-37.8,135,67,25
45.12,-64,160,-1008,62.1,83.4,-37.35,135,60,25
45.34,-64,192,-992,61.8,83.7,-38.4,135,30,25
45.36,-64,176,-1008,62.1,83.7,-37.95,135,48,25
45.39,-64,192,-992,62.25,83.85,-37.65,136,45,25
45.42,-64,176,-992,61.8,83.4,-37.8,136,33,25
45.44,-48,208,-1008,62.1,84.15,-38.1,136,26,25
45.49,-64,192,-1008,62.4,83.1,-37.5,136,41,25
45.52,-64,192,-976,61.2,83.55,-37.5,137,37,25
45.54,-64,176,-1008,62.7,84.15,-36.9,137,45,25
45.56,-64,176,-992,62.4,82.5,-37.8,137,37,25
45.59,-48,160,-992,62.4,83.7,-38.55,137,41,25
45.62,-64,176,-992,61.95,84.15,-38.1,138,26,25
45.66,-64,192,-992,62.4,84.15,-38.1,138,45,25
45.69,-64,192,-1008,62.4,83.4,-38.55,137,41,25
45.72,-64,192,-992,61.95,84,-37.8,137,63,25
45.74,-64,176,-976,61.8,84.15,-37.5,136,41,25
45.77,-80,176,-992,62.55,84.45,-37.8,137,45,25
45.82,-48,192,-992,62.85,84.3,-38.25,138,45,25
45.84,-64,176,-1008,61.2,83.55,-38.1,137,37,25
45.87,-48,176,-992,62.55,84,-37.5,138,41,25
45.90,-64,192,-992,61.65,82.65,-38.85,136,33,25
45.92,-64,192,-1008,62.25,84.15,-37.5,137,45,25
45.94,-64,192,-992,62.25,84.75,-37.5,137,26,25
45.99,-64,160,-1008,61.35,83.4,-36.9,137,33,25
46.02,-64,176,-1008,62.7,84,-37.65,138,37,25
46.04,-64,176,-992,62.1,82.65,-37.5,138,33,25
46.07,-64,192,-992,61.95,83.85,-37.5,139,41,25
46.09,-64,176,-960,61.35,84.15,-37.65,139,26,25
46.14,-64,192,-976,62.85,83.1,-37.05,138,37,25
46.16,-64,192,-1008,61.35,84,-37.65,138,30,25
46.19,-64,192,-992,61.5,84.15,-38.1,138,37,25
46.21,-64,192,-992,61.35,84.45,-37.35,139,33,25
46.24,-64,192,-1008,62.4,84.3,-37.8,139,37,25
46.27,-48,192,-976,62.7,85.2,-37.8,139,41,25
46.31,-48,192,-976,61.8,83.7,-37.65,139,37,25
46.34,-64,192,-976,63,83.55,-37.8,139,22,25
46.36,-48,192,-992,61.95,84.3,-37.95,139,18,25
46.38,-64,192,-992,62.1,82.8,-38.4,139,30,25
46.41,-64,176,-1008,62.1,83.4,-38.1,139,26,25
46.43,-64,192,-992,62.55,83.7,-38.1,138,26,25
46.48,-64,176,-976,61.8,82.95,-38.25,138,26,25
46.50,-48,192,-992,62.55,83.85,-37.5,140,18,25
46.52,-48,176,-1008,61.5,83.55,-37.8,138,30,25
46.55,-64,192,-976,61.95,84.45,-37.5,143,18,25
46.58,-48,208,-992,62.85,84.45,-37.35,138,22,25
46.62,-48,176,-1024,62.1,83.4,-38.4,142,22,25
46.65,-80,192,-1008,62.85,84.15,-38.1,142,41,25
46.68,-80,176,-1008,62.4,84.15,-37.35,143,7,25
46.71,-64,176,-992,62.1,83.4,-37.8,138,30,25
46.73,-64,192,-992,62.25,83.7,-37.5,140,11,25
46.76,-64,208,-992,62.25,83.7,-37.65,138,37,25
46.80,-64,192,-1008,62.1,84.45,-37.95,138,30,25
46.82,-80,192,-976,61.2,83.4,-38.4,140,15,25
46.85,-48,176,-992,62.7,84.6,-37.5,138,22,25
46.87,-64,192,-1008,62.4,83.4,-37.65,139,33,25
46.90,-64,176,-992,61.65,84.3,-37.65,142,30,25
46.94,-48,160,-1008,61.8,84.15,-38.1,139,33,25
46.97,-64,176,-992,61.95,84.3,-37.5,139,18,25
47.00,-64,192,-1008,62.25,83.85,-38.55,139,33,25
47.02,-64,176,-992,62.25,84.3,-38.4,139,26,25
47.05,-32,192,-1008,62.25,83.7,-37.65,139,22,25
47.10,-64,192,-1008,62.1,84.3,-37.95,139,30,25
47.12,-64,192,-1040,62.7,83.85,-37.95,139,26,25
47.15,-64,176,-976,61.35,83.4,-37.95,139,11,25
47.18,-48,176,-992,62.4,84.45,-36.9,139,33,25
47.20,-64,176,-992,61.65,84,-37.35,138,15,25
47.22,-80,176,-992,61.5,83.55,-38.7,139,18,25
47.27,-64,208,-992,63.6,84,-37.95,139,37,25
47.29,-64,176,-976,61.95,83.4,-38.4,139,45,25
47.32,-80,192,-1008,61.2,85.05,-37.2,139,56,25
47.34,-64,160,-976,62.55,83.7,-36.9,139,48,25
47.37,-64,192,-992,61.35,84.15,-37.2,139,37,25
47.40,-64,192,-976,61.2,83.7,-37.35,139,52,25
47.44,-64,192,-976,62.85,83.85,-37.95,138,41,25
47.46,-64,192,-1008,62.25,83.4,-37.5,139,45,25
47.49,-64,176,-1008,63.45,82.95,-37.95,137,33,25
47.52,-64,176,-1008,62.85,84.3,-37.2,137,22,25
47.54,-80,160,-992,61.95,83.55,-38.25,140,41,25
47.59,-64,176,-992,62.1,83.4,-37.65,138,22,25
47.61,-64,176,-992,62.55,83.55,-38.85,139,30,25
47.64,-64,192,-1008,62.4,83.85,-38.25,138,30,25
47.66,-64,192,-992,62.4,83.85,-37.65,139,30,25
47.69,-64,192,-1008,61.95,84,-37.65,138,15,25
47.74,-48,176,-976,62.7,84.15,-37.95,144,22,25
47.76,-48,192,-1008,62.1,83.7,-37.8,138,45,25
47.79,-64,176,-976,62.7,83.4,-38.25,140,26,25
47.82,-64,192,-992,63,84.3,-37.35,138,15,25
47.84,-64,176,-1008,62.85,83.7,-37.5,139,11,25
47.87,-48,176,-992,62.4,83.85,-38.4,139,18,25
48.08,-64,160,-992,62.4,84,-37.5,139,30,25
48.10,-64,176,-1008,61.95,83.85,-38.7,139,26,25
48.13,-64,192,-976,62.25,84.6,-37.5,139,30,25
48.15,-48,192,-992,62.1,84.3,-38.1,138,26,25
48.18,-64,176,-992,63.15,84.75,-37.95,139,30,25
48.22,-64,176,-1008,62.7,83.7,-38.1,140,18,25
48.25,-64,176,-976,63.3,84.45,-37.95,138,30,25
48.27,-64,176,-1008,61.35,83.55,-38.1,139,22,25
48.30,-64,176,-992,62.85,84.15,-37.8,139,22,25
48.33,-48,192,-992,62.7,83.1,-37.05,139,30,25
48.35,-64,192,-992,61.8,84,-38.1,139,22,25
48.40,-64,192,-992,62.4,84.6,-37.35,139,30,25
48.42,-64,192,-976,61.65,84,-38.1,139,30,25
48.45,-64,192,-992,62.55,84.3,-37.5,140,60,25
48.48,-64,192,-1008,62.85,84.45,-38.1,138,33,25
48.50,-64,192,-1008,61.95,85.05,-38.55,140,18,25
48.54,-80,176,-1008,61.5,84,-37.5,139,26,25
48.57,-64,176,-992,62.1,84.3,-38.1,139,30,25
48.60,-64,176,-976,62.7,84.3,-37.95,139,30,25
48.62,-64,176,-1008,62.1,84.15,-38.4,140,26,25
48.65,-80,176,-992,62.25,83.4,-37.65,140,22,25
48.67,-64,160,-992,61.5,84.15,-37.65,140,22,25
48.72,-64,192,-992,62.1,83.55,-37.95,140,41,25
48.74,-64,192,-992,61.2,83.55,-37.8,139,30,25
48.77,-64,176,-976,62.25,83.7,-38.1,139,26,25
48.79,-64,192,-992,61.95,84,-37.2,140,15,25
48.82,-48,192,-992,62.25,84.45,-38.1,139,22,25
48.84,-64,192,-992,62.25,84,-37.95,140,33,25
48.89,-48,176,-992,61.95,84.3,-38.55,140,22,25
48.92,-48,192,-1008,61.95,84.15,-38.1,139,18,25
48.94,-64,176,-992,61.2,83.7,-37.8,139,26,25
48.97,-64,192,-992,61.65,84.9,-38.7,139,11,25
49.00,-64,176,-992,62.25,84.15,-38.25,139,22,25
49.04,-64,176,-1008,62.1,83.4,-38.55,139,30,25
49.06,-80,192,-1008,61.95,84.45,-37.8,139,18,25
49.09,-48,176,-1008,62.25,83.7,-38.1,139,18,25
49.12,-64,176,-992,61.35,84.45,-37.95,139,11,25
49.14,-64,192,-992,61.8,83.85,-38.4,139,15,25
49.17,-48,192,-960,62.25,83.7,-38.4,139,52,25
49.22,-64,176,-1008,62.55,84,-39.75,142,60,25
49.24,-64,192,-976,63,84.6,-39.15,140,33,25
49.26,-64,192,-1008,63.3,84.75,-38.4,138,26,25
49.29,-64,208,-992,63,84.75,-38.7,139,30,25
49.32,-64,192,-1008,62.7,84.15,-38.7,138,26,25
49.36,-48,176,-1008,62.7,85.05,-39.3,139,33,25
49.39,-48,192,-976,62.7,84.6,-39.3,138,48,25
49.41,-80,192,-992,62.4,85.35,-38.7,139,45,25
49.44,-64,192,-992,62.85,84.6,-39.15,142,52,25
49.46,-48,176,-1008,63.3,85.5,-38.55,139,33,25
49.49,-48,176,-992,61.65,84.6,-38.7,138,30,25
49.53,-48,192,-1008,63.3,84.9,-38.55,138,22,25
49.56,-48,208,-992,62.4,85.05,-38.85,139,22,25
49.58,-64,176,-992,63.45,85.2,-39.3,138,30,25
49.61,-64,192,-976,62.4,84.6,-39.15,139,37,25
49.63,-48,208,-1008,62.4,84.75,-38.7,138,45,25
49.68,-64,176,-992,62.7,84.45,-39.15,139,33,25
49.70,-64,192,-992,62.55,85.05,-39.6,139,33,25
49.73,-48,192,-992,62.1,85.8,-38.55,138,33,25
49.75,-48,192,-1008,62.1,84.6,-38.25,139,18,25
49.78,-48,192,-1008,62.55,84.45,-38.7,139,33,25
49.80,-48,176,-992,62.4,84.9,-38.7,139,30,25
49.85,-64,192,-992,62.85,84.9,-38.25,138,41,25
49.88,-64,176,-992,61.35,85.35,-38.25,139,30,25
49.90,-64,192,-1008,62.1,84.75,-38.85,139,41,25
49.93,-64,192,-992,62.4,84.75,-39.15,139,26,25
49.96,-48,176,-992,62.1,84.6,-38.85,139,18,25
50.00,-64,192,-992,62.7,84.6,-39.15,143,30,25
50.02,-64,192,-992,62.4,84.15,-39.45,139,33,25
50.05,-48,176,-1008,62.4,84.9,-39.6,139,33,25
50.08,-64,176,-992,63,84.15,-38.7,138,26,25
50.10,-48,192,-1008,63,84.6,-38.7,139,37,25
50.12,-64,192,-992,62.7,85.05,-39.15,138,22,25
50.17,-64,192,-992,63.3,84.6,-39.45,138,22,25
50.20,-64,192,-992,62.85,84.75,-39.3,139,30,25
50.22,-80,208,-992,63.15,85.8,-38.85,138,22,25
50.25,-64,192,-1024,63.9,84.75,-39.15,139,30,25
50.27,-64,176,-992,62.4,83.85,-39.3,142,30,25
50.32,-64,192,-992,62.55,84.9,-39.15,142,18,25
50.34,-48,176,-992,61.65,84.15,-39,139,18,25
50.36,-48,192,-1008,61.95,84.6,-39.3,143,15,25
50.39,-48,176,-992,63,83.85,-39.3,139,18,25
50.42,-64,192,-992,62.4,85.05,-38.85,139,18,25
50.44,-64,176,-992,62.4,84.45,-39.45,138,60,25
50.49,-64,192,-1008,62.55,84.45,-39.45,142,56,25
50.52,-48,192,-992,63.15,85.5,-39.3,139,45,25
50.54,-64,176,-1008,62.4,83.85,-38.85,138,45,25
50.57,-64,176,-992,62.1,84.45,-39.15,139,52,25
50.60,-64,176,-992,63,84.75,-39.15,138,48,25
50.80,-48,192,-992,62.7,84.9,-39.9,138,52,25
50.82,-64,176,-1008,62.7,84.6,-39,139,48,25
50.85,-48,192,-992,63.6,84.45,-40.35,137,26,25
50.88,-64,176,-1008,63.15,84.6,-40.2,139,18,25
50.90,-48,192,-1008,63.45,85.65,-39.45,138,15,25
50.93,-48,192,-992,62.25,84.45,-39.6,139,18,25
50.98,-64,176,-992,63.45,84.6,-39.9,142,63,25
51.00,-64,192,-1008,62.1,84.9,-39.15,139,37,25
51.03,-64,192,-1008,62.55,85.2,-39.15,138,30,25
51.06,-64,160,-992,63.3,84.6,-39.15,139,48,25
51.08,-64,192,-992,62.85,85.2,-40.05,137,63,25
51.12,-48,176,-1008,62.7,84.75,-39.75,137,56,25
51.15,-48,160,-976,62.25,85.2,-39.75,139,45,25
51.18,-64,176,-1008,63,84.6,-40.05,138,33,25
51.20,-64,176,-992,62.85,83.7,-39.3,139,45,25
51.23,-48,192,-976,62.7,85.05,-39.75,138,37,25
51.40,-48,176,-992,63.6,85.05,-39.6,142,33,25
51.44,-64,208,-1024,61.95,84.9,-39.6,139,37,25
51.47,-64,160,-1008,63.45,84.45,-39.75,138,41,25
51.50,-64,176,-960,63,84.3,-39.75,138,41,25
51.52,-48,176,-992,62.55,84.9,-39.6,137,37,25
51.54,-48,176,-992,62.85,84.9,-39.6,142,41,25
51.59,-48,176,-992,63.6,84.6,-39.75,138,33,25
51.61,-48,176,-1008,63,84.9,-38.55,138,18,25
51.64,-32,192,-1024,63.15,85.5,-40.35,138,22,25
51.84,-64,176,-992,62.4,84.75,-38.85,139,33,25
51.86,-64,160,-1008,63,85.05,-39.75,138,22,25
51.88,-64,160,-976,62.25,84.15,-40.05,138,41,25
51.93,-48,176,-992,62.85,85.35,-38.85,142,45,25
51.96,-64,176,-992,62.7,85.35,-39,138,52,25
51.98,-48,176,-1008,63.45,84.15,-39.75,138,48,25
52.01,-48,192,-992,62.85,85.05,-39.45,138,56,25
52.04,-64,176,-1008,63.45,84.9,-39.6,139,41,25
52.08,-48,176,-976,63.3,84.9,-40.65,137,60,25
52.10,-64,192,-992,62.7,84.3,-40.65,139,63,25
52.13,-64,176,-1008,63.15,84.75,-40.2,137,56,25
52.16,-48,176,-976,63.9,85.5,-40.2,138,60,25
52.18,-64,192,-992,62.25,84.9,-40.8,138,48,25
52.34,-64,176,-992,63.15,84.15,-39.6,138,26,25
52.38,-64,192,-992,63.75,84.3,-39.9,138,37,25
52.41,-64,192,-992,62.85,84.6,-40.35,138,26,25
52.44,-64,176,-976,63.15,84.45,-39.15,137,37,25
52.46,-64,192,-992,62.25,84.45,-39.9,139,30,25
52.49,-80,160,-1008,62.85,84.45,-39.75,142,30,25
52.53,-64,176,-1008,62.55,85.2,-39.75,141,37,25
52.56,-48,192,-992,63.6,84.75,-40.2,139,37,25
52.58,-64,176,-992,62.4,84.15,-39.6,138,33,25
52.61,-48,192,-992,62.7,85.05,-39.45,138,41,25
52.64,-64,176,-992,61.95,85.05,-39.45,138,41,25
52.67,-64,208,-976,62.1,84.6,-40.05,139,33,25
52.70,-64,208,-992,62.55,84.9,-39,138,33,25
52.73,-64,192,-976,63.3,84.75,-38.4,139,26,25
52.76,-64,176,-960,63.3,84.15,-39.75,137,26,25
52.78,-64,176,-992,63.3,84.6,-39,139,41,25
52.80,-64,176,-992,62.55,85.5,-40.05,137,26,25
52.85,-64,176,-992,62.25,84.9,-38.7,137,41,25
52.88,-48,192,-1008,62.85,85.5,-39.15,139,22,25
52.91,-64,192,-992,62.55,84.75,-39.6,138,33,25
52.93,-48,176,-1008,62.85,85.35,-38.85,139,30,25
52.96,-64,176,-992,62.7,85.35,-40.2,139,22,25
52.98,-48,176,-992,61.95,84.75,-39.75,138,18,25
53.03,-64,192,-992,62.85,85.05,-39.45,138,26,25
53.06,-48,176,-976,62.85,84.75,-40.2,138,7,25
53.08,-64,192,-992,62.4,84.45,-39.3,138,15,25
53.11,-64,192,-1008,62.1,85.05,-39.15,139,33,25
53.14,-48,176,-992,62.85,85.35,-39.3,138,33,25
53.18,-64,192,-1008,63,85.05,-40.05,139,18,25
53.20,-48,192,-992,61.95,85.2,-39.75,139,33,25
53.23,-48,192,-1008,63.6,85.5,-40.05,139,33,25
53.26,-64,176,-992,63,85.35,-39.3,138,37,25
53.28,-48,176,-992,62.25,84.75,-39,138,37,25
53.30,-64,176,-1024,63,84.6,-39.6,139,33,25
53.35,-64,192,-1008,62.4,85.2,-39.9,139,45,25
53.38,-64,160,-992,63.15,85.8,-39.6,139,30,25
53.40,-64,192,-1024,62.85,84.45,-39.6,143,33,25
53.43,-64,160,-992,63,85.35,-39.15,138,22,25
53.46,-48,192,-992,63,85.5,-40.05,139,26,25
53.50,-64,176,-992,63,84.15,-40.2,139,18,25
53.52,-64,192,-1008,63,84.6,-39.9,138,22,25
53.55,-48,160,-992,63.3,83.85,-40.05,140,33,25
53.58,-64,176,-1008,62.55,83.7,-40.05,138,30,25
53.60,-64,192,-1008,62.7,84.45,-39.15,139,33,25
53.63,-64,192,-1008,62.85,85.35,-39.45,139,18,25
53.68,-64,192,-992,62.1,84.9,-39.3,139,30,25
53.70,-48,176,-1008,62.7,84.45,-39.75,138,67,25
53.73,-64,176,-992,63.15,84.75,-39.75,143,67,25
53.75,-64,176,-992,62.4,85.35,-40.35,141,67,25
53.78,-64,176,-976,62.7,85.35,-39.15,140,71,25
53.98,-48,176,-992,62.85,85.35,-39.6,138,41,25
54.00,-64,192,-1008,62.55,84.9,-40.05,139,30,25
54.03,-64,176,-992,63,84.6,-39.75,139,41,25
54.05,-64,176,-960,61.8,84.75,-40.05,143,26,25
54.08,-48,192,-992,63.15,84.6,-39.75,138,52,25
54.10,-48,176,-1008,61.95,85.05,-40.2,143,45,25
54.15,-48,208,-1008,62.85,84.75,-40.95,138,52,25
54.18,-48,192,-992,63.75,84.75,-40.2,138,48,25
54.20,-48,176,-992,62.7,85.5,-39.45,138,48,25
54.23,-64,192,-976,63.9,85.05,-39.6,138,22,25
54.26,-64,192,-992,62.85,84.75,-39.75,138,41,25
54.30,-64,176,-1008,62.4,84.9,-39.15,138,33,25
54.33,-64,176,-960,62.7,84.6,-39.3,138,45,25
54.35,-48,176,-1008,63,84.75,-40.35,138,41,25
54.38,-64,176,-1008,62.85,85.05,-40.2,137,37,25
54.40,-64,192,-1008,62.7,85.5,-39.15,139,37,25
54.43,-48,176,-992,62.7,84.75,-39.15,138,33,25
54.47,-64,160,-1008,62.55,84.75,-39.45,137,33,25
54.50,-64,176,-992,62.85,84,-39.9,139,22,25
54.52,-80,192,-1008,63.3,85.5,-40.2,137,26,25
54.55,-64,160,-992,62.85,85.35,-39.45,139,45,25
54.58,-48,176,-992,62.55,85.95,-39.45,137,60,25
54.62,-48,176,-1008,63.75,85.35,-38.7,138,37,25
54.65,-48,176,-992,62.55,84.9,-39.75,138,37,25
54.67,-64,176,-992,64.05,85.35,-39.75,139,45,25
54.70,-64,176,-992,63.3,84.45,-39.75,138,41,25
54.72,-48,176,-1008,62.7,84.75,-39.75,139,41,25
54.76,-64,176,-992,63.45,85.95,-40.2,138,48,25
54.79,-64,192,-992,62.85,84.6,-39.15,139,56,25
54.82,-64,176,-1008,63,84.6,-39.75,137,60,25
54.84,-64,160,-1008,62.85,83.85,-40.35,139,56,25
54.87,-48,176,-1008,62.55,84.75,-39.75,138,26,25
54.89,-48,176,-992,63.75,84.3,-39.6,138,45,25
54.94,-64,192,-992,63.15,85.8,-40.35,139,37,25
54.96,-48,192,-1008,62.85,84.75,-38.85,138,45,25
54.98,-48,176,-992,63.3,85.35,-40.35,139,48,25
55.01,-64,192,-960,63.15,85.05,-40.05,138,52,25
55.04,-64,160,-1008,63.15,84.75,-39.9,138,52,25
55.08,-64,128,-1008,63.3,85.5,-40.05,142,48,25
55.11,-64,192,-992,64.05,85.2,-39.6,138,48,25
55.13,-80,160,-992,62.55,85.35,-39.45,143,52,25
55.16,-64,192,-1008,62.85,85.05,-40.95,138,41,25
55.19,-48,208,-1008,63.3,84.9,-40.35,139,60,25
55.22,-48,176,-976,62.1,85.2,-39.6,138,56,25
55.26,-64,192,-992,63.3,84.45,-39.75,139,60,25
55.28,-64,192,-1008,63,84.45,-39.75,138,30,25
55.31,-48,176,-992,63.15,85.05,-39.75,143,48,25
55.33,-64,192,-1008,63,85.2,-39.75,138,45,25
55.36,-64,192,-992,63,84.9,-39.6,144,37,25
55.40,-64,192,-1008,62.4,84.6,-40.05,139,56,25
55.43,-64,176,-992,62.7,86.1,-39.75,138,48,25
55.46,-64,160,-1008,63,85.5,-39.75,139,22,25
55.48,-64,176,-992,62.4,85.35,-39.6,138,37,25
55.50,-48,192,-1008,63,85.5,-39.9,143,41,25
55.53,-80,176,-992,63,85.2,-40.2,139,37,25
55.57,-64,176,-1008,63.45,84.9,-39.3,139,37,25
55.60,-64,160,-960,63.15,85.35,-39.75,139,41,25
55.62,-48,176,-1008,62.4,84.9,-40.05,139,37,25
55.65,-64,176,-976,63.45,85.5,-39.75,139,33,25
55.67,-64,192,-992,61.65,85.95,-38.4,139,37,25
55.72,-48,160,-976,62.55,85.95,-40.65,139,33,25
55.74,-64,176,-1008,63.75,85.05,-39.9,138,48,25
55.77,-64,208,-992,62.7,85.5,-39.6,139,52,25
55.79,-80,176,-992,63.6,86.1,-38.7,139,41,25
55.82,-48,176,-976,62.55,84.45,-39.6,139,37,25
55.84,-64,192,-1008,62.85,84.15,-40.05,138,37,25
55.88,-32,192,-992,62.25,84.3,-39.45,139,33,25
55.91,-48,192,-992,63,85.8,-38.7,142,33,25
55.93,-48,176,-992,63,85.05,-39.45,139,33,25
55.96,-64,192,-1008,63.15,85.95,-40.5,138,37,25
55.98,-64,160,-1008,63.3,86.25,-39.6,139,37,25
56.02,-64,176,-976,62.4,85.65,-40.05,138,41,25
56.05,-48,192,-992,62.4,84.9,-40.05,138,33,25
56.08,-64,192,-992,62.85,85.65,-39.9,139,26,25
56.10,-48,192,-992,62.85,85.2,-40.35,138,33,25
56.13,-48,192,-1008,63.75,85.2,-40.2,139,33,25
56.16,-64,192,-992,63.3,85.8,-40.65,138,30,25
56.20,-64,176,-1024,63.3,85.05,-40.2,138,26,25
56.22,-48,176,-1008,62.4,84.6,-39.45,138,22,25
56.25,-64,192,-1008,62.7,85.35,-40.05,138,26,25
56.27,-64,192,-1008,62.55,84.15,-39.75,138,30,25
56.30,-48,192,-1008,62.1,84.15,-40.05,138,18,25
56.34,-48,176,-992,62.1,85.05,-39.45,138,30,25
56.36,-64,192,-992,63,86.1,-39.3,139,26,25
56.39,-64,176,-976,62.1,86.25,-39.75,137,37,25
56.41,-64,160,-1024,61.95,86.4,-39.75,138,37,25
56.44,-48,192,-1008,62.7,84.9,-40.05,138,37,25
56.47,-64,176,-992,62.85,84.9,-39.75,138,45,25
56.70,-48,176,-992,62.4,85.05,-39.6,138,45,25
56.72,-64,192,-976,63,85.5,-40.2,143,41,25
56.75,-64,176,-1008,63,85.35,-39.15,137,26,25
56.77,-64,176,-992,62.85,84.9,-40.05,139,30,25
56.80,-64,176,-1008,63,84.15,-39.45,137,33,25
56.84,-64,176,-992,63,85.5,-40.05,142,41,25
56.86,-64,160,-992,63.15,84.6,-39.9,139,33,25
56.89,-48,144,-992,62.1,84.45,-40.2,142,52,25
56.91,-48,192,-1024,62.7,85.2,-39.15,137,37,25
56.94,-64,176,-992,62.85,85.5,-39.45,139,48,25
56.96,-80,176,-1008,63.3,85.5,-39.3,137,41,25
57.00,-48,176,-1008,63.75,85.65,-39.9,137,41,25
57.03,-64,176,-1008,62.55,85.65,-40.65,137,41,25
57.05,-48,176,-976,62.25,85.35,-39.45,138,37,25
57.08,-48,176,-1024,62.4,84.15,-40.65,139,37,25
